ID,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,
258,20,12,12,16,16,12,1,1,1,2,3,4,5,5,5,5,5,5,2,2,2,2,4,5,5,1,3,5,1,3,2,2,2,4,2,3,5,5,2,4,1,2,1,1,3,2,4,.,5,1,5,1,
259,12,12,9,20,8,20,2,2,3,3,3,4,4,4,4,4,5,5,5,2,2,4,3,5,5,1,2,5,1,2,2,1,2,4,3,2,4,1,5,5,1,1,1,3,0,3,4,2,5,2,7,1,
260,9,16,12,12,8,20,1,2,2,2,3,3,4,4,5,5,5,5,3,2,2,4,4,3,5,1,5,3,2,4,2,5,4,4,2,3,4,5,2,5,2,1,1,4,0,4,4,5,5,4,7,1,
261,9,16,20,12,10,10,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,4,5,4,5,1,4,5,1,1,1,2,5,4,2,2,4,5,4,5,1,2,1,2,0,1,4,.,5,1,5,1,
262,20,20,20,15,16,25,1,2,3,4,4,5,5,5,5,5,5,5,4,3,2,3,4,4,2,1,1,5,3,2,2,2,4,2,2,2,4,3,5,3,1,1,1,2,2,2,5,6,3,2,8,1,
263,20,20,16,20,20,25,1,1,3,4,5,5,5,5,5,5,5,5,2,4,4,3,4,5,5,1,2,2,1,2,1,1,4,4,5,2,4,5,6,4,1,1,1,2,1,2,4,4,2,2,8,1,
264,25,20,25,25,25,25,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,5,5,3,.,1,3,5,2,2,2,1,4,4,3,2,3,4,3,4,2,2,1,1,0,1,3,.,3,1,2,1,
265,20,20,9,15,9,25,2,2,2,1,1,1,1,1,1,1,1,1,5,2,2,4,4,4,5,1,3,5,1,2,2,1,4,4,4,2,4,5,3,4,1,1,1,2,1,3,3,3,5,2,8,1,
266,.,.,.,.,.,.,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,1,5,3,2,4,3,2,2,3,3,4,2,.,1,3,3,5,1,1,1,1,1,3,6,2,2,1,6,2,
267,12,6,8,12,.,12,4,2,4,5,3,2,1,1,4,3,3,1,5,4,5,3,5,3,4,4,5,4,4,3,4,5,4,5,1,4,5,3,3,5,2,2,1,1,0,1,.,.,4,0,.,2,
268,16,12,12,15,16,15,5,5,5,5,5,5,5,5,5,5,5,5,4,2,2,4,4,3,4,5,4,4,2,3,2,5,3,4,3,4,3,4,4,5,1,1,1,2,1,2,6,3,5,.,7,1,
269,10,20,20,4,10,4,1,1,2,2,3,4,4,5,5,5,5,5,2,2,2,2,5,5,5,1,2,5,2,1,1,1,4,4,5,2,4,4,4,5,1,1,1,2,0,2,6,4,4,1,8,1,
270,.,.,.,.,.,.,1,1,1,2,2,2,4,4,5,5,5,5,4,1,2,5,5,5,5,1,4,4,3,2,1,1,4,2,5,2,5,4,3,6,1,1,1,2,0,2,5,4,5,0,7,1,
271,16,25,16,25,1,25,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,4,2,4,4,2,3,4,3,2,2,4,4,2,4,2,4,4,2,5,1,1,1,3,0,3,4,2,5,1,2,1,
272,6,16,12,15,25,25,2,2,2,2,3,3,4,4,4,5,5,5,3,2,3,4,4,3,4,2,3,4,2,4,2,2,2,4,2,3,2,4,7,5,1,1,1,2,0,2,1,2,4,1,4,1,
273,12,25,12,10,8,20,1,1,2,2,3,3,4,4,5,5,5,5,4,2,3,5,5,2,5,2,2,4,1,1,3,2,2,2,3,4,3,5,3,5,2,1,1,3,0,2,1,1,5,2,.,1,
274,2,3,5,25,2,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,2,5,5,4,2,2,3,2,2,3,3,2,5,2,1,3,5,5,1,1,1,2,.,2,3,3,5,2,.,1,
275,25,25,12,12,6,15,5,5,5,3,3,1,1,1,1,1,1,1,5,2,2,5,5,1,3,3,4,5,3,1,2,4,3,5,1,3,2,3,3,5,2,1,1,2,0,2,6,1,4,1,2,2,
276,6,20,16,25,8,25,1,1,1,1,1,1,1,2,2,2,2,2,2,4,2,2,4,4,5,1,2,4,1,1,2,1,2,2,4,2,1,1,5,4,1,1,1,2,0,2,4,4,3,2,8,1,
277,10,12,9,25,9,3,5,4,.,3,3,3,3,.,1,1,1,1,5,2,1,4,4,2,1,1,3,4,2,1,2,1,2,4,4,3,3,1,6,4,2,1,2,4,1,1,4,2,3,2,4,2,
278,9,16,15,25,12,25,2,2,2,2,2,2,3,3,3,3,3,3,3,4,3,4,3,3,5,1,2,5,1,2,2,1,3,4,4,2,3,4,4,5,1,1,1,2,2,2,4,4,3,2,8,1,
279,4,16,20,3,3,12,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,5,5,5,1,2,3,2,1,4,1,5,4,4,4,4,4,5,3,1,1,1,2,2,2,4,4,5,1,6,1,
280,9,16,12,12,6,16,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,4,4,3,5,1,4,4,1,4,3,2,4,4,3,2,3,4,3,3,1,1,1,1,2,2,2,2,4,1,5,1,
281,16,9,6,25,20,20,3,3,3,4,4,4,5,5,5,5,5,5,4,3,3,4,3,2,4,1,3,4,2,2,2,2,2,3,4,3,5,4,4,2,1,2,1,2,0,2,2,.,5,1,3,1,
282,16,16,9,6,4,.,3,3,1,1,1,1,1,1,1,1,1,1,4,3,3,4,3,2,4,2,3,3,2,3,2,2,4,4,5,2,3,5,6,5,1,2,1,2,0,1,2,4,5,1,3,1,
283,12,9,9,16,12,12,1,1,1,1,2,3,3,3,3,4,4,5,3,3,3,2,3,2,4,2,2,4,2,2,2,2,4,3,2,2,3,4,3,5,1,1,1,2,0,2,3,2,5,.,.,1,
284,5,15,5,12,15,9,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,4,2,1,5,5,4,2,2,2,2,1,3,2,2,2,2,3,6,2,2,2,1,2,1,4,5,.,4,3,3,1,
285,16,12,25,16,15,16,3,3,3,3,4,4,4,4,4,5,5,5,4,2,2,4,4,3,4,2,3,5,2,1,1,2,1,4,2,3,3,2,4,3,1,1,1,2,1,2,6,2,2,1,5,1,
286,16,20,9,15,16,20,1,5,5,5,5,5,5,5,5,5,5,5,4,2,2,5,2,1,5,1,2,2,1,3,2,1,3,3,4,3,1,4,5,4,1,1,1,4,1,3,4,4,4,2,5,2,
287,8,20,16,6,12,20,2,2,3,3,3,4,4,4,4,4,4,4,2,1,2,2,4,2,4,2,4,4,2,2,2,3,4,4,2,4,3,4,3,3,2,1,1,2,0,2,5,5,5,2,5,1,
288,25,16,12,25,20,.,2,2,2,2,2,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,1,4,5,2,6,1,1,1,2,0,2,2,6,5,0,3,1,
289,15,9,9,15,15,15,2,2,3,3,4,5,5,5,5,5,5,5,3,1,1,5,5,4,4,3,3,4,3,2,1,3,4,4,2,3,3,3,2,6,1,1,1,2,0,1,2,2,5,0,3,1,
290,25,20,5,25,25,25,5,5,5,5,.,2,2,.,1,1,1,1,5,2,5,5,5,3,5,1,5,5,1,1,5,5,.,5,5,5,5,5,3,5,1,1,1,5,0,5,4,3,5,1,4,3,
291,25,9,16,25,25,20,.,.,.,.,.,.,.,.,.,.,.,.,4,.,3,5,5,4,5,3,3,4,5,5,5,3,5,3,4,4,5,5,3,.,1,1,1,.,.,3,.,.,5,.,3,1,
292,25,8,9,25,16,16,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,4,5,5,1,4,5,1,1,1,3,5,4,5,2,5,5,5,4,1,1,1,2,2,2,4,4,3,2,8,1,
293,25,20,12,20,25,16,2,2,3,3,4,4,4,5,5,5,5,5,4,2,2,4,4,3,5,2,3,4,1,4,4,3,4,2,3,3,4,5,4,5,1,1,1,4,1,3,2,2,5,3,4,1,
294,16,6,16,9,16,25,1,2,2,2,3,3,4,4,4,5,5,5,4,2,2,4,4,2,1,2,2,4,4,4,2,4,2,2,2,2,4,4,.,5,2,1,1,2,.,1,3,3,5,1,3,1,
295,20,12,12,12,12,12,2,3,3,3,3,4,4,4,4,4,4,5,4,3,2,4,4,2,5,1,2,4,1,2,2,1,5,3,2,2,2,5,5,4,2,1,1,3,1,3,4,1,5,3,5,1,
296,12,10,16,20,25,.,1,1,2,2,3,3,4,4,5,5,5,5,5,1,5,5,2,2,5,1,5,5,1,2,2,4,1,5,2,1,5,5,4,5,1,1,1,2,1,2,2,6,5,2,6,1,
297,3,20,16,20,12,25,1,1,2,2,2,2,3,3,3,3,3,3,5,1,4,4,2,1,1,1,2,5,1,1,1,1,2,2,4,2,5,5,5,3,1,2,1,2,.,1,4,.,5,1,2,1,
298,25,25,15,25,20,25,1,1,2,2,2,2,2,2,3,3,4,5,5,1,1,5,5,4,5,1,2,5,1,1,1,1,4,4,2,4,3,1,3,4,1,1,1,2,2,2,2,2,5,2,4,1,
299,12,12,9,25,9,12,1,1,2,2,2,2,3,3,4,4,5,5,5,1,2,4,5,5,4,5,4,5,2,1,1,1,5,4,5,4,4,4,4,5,1,2,1,3,0,3,6,5,5,0,8,1,
300,25,9,16,9,16,12,4,4,4,5,5,5,5,5,5,5,5,5,4,2,2,4,4,3,4,5,3,2,2,2,2,2,4,2,2,2,3,4,4,3,1,1,1,2,2,2,5,5,2,2,7,1,
301,16,4,12,9,25,9,3,4,5,5,5,5,5,5,5,5,5,5,4,1,2,1,4,3,5,2,3,4,2,2,2,2,5,3,2,2,3,3,4,3,1,1,1,2,1,2,6,6,2,2,6,2,
302,5,15,25,25,25,25,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,2,1,4,5,1,2,2,1,2,2,1,1,4,4,4,4,5,6,5,1,1,1,2,0,2,5,5,5,2,8,1,
303,9,16,12,12,8,9,2,2,2,2,3,3,4,4,4,4,4,4,4,2,2,2,3,2,5,5,4,3,3,2,2,1,4,4,2,2,3,4,3,3,1,1,1,2,2,2,3,3,4,2,8,1,
304,20,25,20,10,20,25,1,1,2,2,3,3,4,4,5,5,5,5,5,1,1,4,4,2,5,1,4,3,1,3,1,2,4,4,2,4,2,5,3,4,2,1,1,4,1,3,6,6,3,3,6,1,
305,12,20,12,20,12,12,2,3,3,4,4,4,5,5,5,5,5,5,2,3,4,2,3,4,4,2,2,4,2,2,1,2,2,4,4,2,4,5,.,6,1,1,1,2,0,2,6,5,5,0,6,1,
306,20,20,15,25,20,15,2,4,4,5,5,5,5,5,5,5,5,5,3,2,2,3,4,3,4,2,4,5,3,2,2,2,4,4,4,2,4,5,3,5,2,1,1,3,0,1,3,6,2,3,8,1,
307,25,25,15,9,15,20,3,3,4,4,4,4,5,5,5,5,5,5,4,2,2,4,4,4,5,1,3,2,1,4,2,1,3,2,3,3,4,4,7,3,1,1,1,2,1,2,5,6,3,2,7,1,
308,20,12,12,5,25,15,3,4,4,5,5,5,5,5,5,5,5,5,4,2,1,4,5,3,5,1,3,5,2,1,1,1,4,3,3,2,3,5,6,4,2,2,1,1,1,1,4,.,2,1,5,1,
309,16,25,25,25,3,25,1,1,.,3,4,5,5,5,5,5,5,5,5,1,4,4,1,5,5,2,1,1,1,2,3,1,2,2,5,2,5,4,6,5,1,1,1,2,1,2,4,3,5,1,8,1,
310,12,20,15,16,12,16,2,2,2,3,3,3,3,3,3,3,3,3,4,2,2,4,4,2,5,1,2,1,2,5,2,2,4,4,2,4,3,5,5,4,2,1,1,2,2,1,3,2,5,1,3,2,
311,16,16,3,5,20,10,1,1,1,1,1,2,2,2,2,2,3,4,4,1,1,4,4,4,4,1,4,4,1,1,1,3,4,4,1,1,2,5,3,5,1,1,1,2,0,2,6,2,5,1,5,1,
312,25,20,20,25,25,5,4,4,5,5,5,5,5,5,5,5,5,5,5,1,2,4,5,3,4,2,4,2,2,2,2,2,5,3,2,4,3,3,4,4,1,1,1,2,5,3,6,5,2,1,5,1,
313,25,10,3,25,25,25,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,3,2,5,1,1,5,1,1,1,1,3,2,2,3,2,5,5,4,2,1,1,3,1,3,4,4,5,2,5,1,
314,6,12,8,9,12,15,1,1,1,1,1,1,2,2,2,3,3,3,4,1,1,2,4,2,4,2,5,5,2,1,1,2,5,4,2,1,2,4,1,5,1,1,1,2,1,1,4,5,5,1,8,1,
315,25,25,25,25,20,15,1,1,2,2,2,3,3,3,3,3,3,3,5,2,3,5,1,4,5,1,3,1,1,5,2,1,4,4,4,4,3,4,6,5,2,1,1,4,0,4,2,3,5,3,.,1,
316,16,20,16,25,16,20,4,3,3,2,2,3,5,5,5,5,5,5,5,2,3,4,5,2,4,2,4,4,2,2,2,2,3,3,2,4,2,4,.,6,1,1,1,2,0,1,1,1,5,0,3,2,
317,15,25,25,5,16,15,1,2,4,4,5,5,5,5,5,5,5,5,4,2,2,2,4,3,4,1,3,3,2,2,2,3,3,3,3,2,4,5,2,3,1,1,1,2,2,2,4,3,2,2,.,1,
318,12,20,20,9,6,20,1,2,3,3,3,4,4,5,5,5,5,5,4,1,1,4,5,3,4,1,2,4,2,1,1,2,5,4,2,1,5,4,6,5,1,1,1,2,1,2,5,4,4,1,7,1,
319,12,25,25,25,12,15,1,1,2,2,3,3,3,3,4,5,5,5,2,2,2,2,4,4,4,1,2,4,2,2,1,1,4,1,2,1,3,5,7,5,1,1,1,2,3,2,6,6,5,2,.,1,
320,9,20,25,12,6,16,1,1,1,1,1,2,2,2,3,3,3,4,4,2,3,3,4,5,4,4,3,4,2,2,2,2,4,3,4,3,4,4,3,5,1,1,1,3,2,3,5,5,5,1,8,1,
321,4,4,4,10,4,4,1,.,.,.,.,.,.,.,.,.,.,.,5,2,3,5,5,3,3,3,3,3,4,.,1,5,4,.,1,.,1,1,2,6,1,1,2,2,0,0,.,.,3,.,1,2,
322,12,12,4,8,.,16,3,2,1,1,1,1,1,1,1,1,1,1,2,3,4,4,3,4,4,2,2,4,2,4,2,3,4,2,2,4,3,4,7,5,1,1,1,2,0,2,1,2,5,1,5,1,
323,16,20,20,20,15,16,4,3,3,2,2,2,1,1,1,1,1,1,4,2,1,4,4,4,4,1,2,5,2,2,1,2,2,2,2,1,5,5,3,4,2,1,1,2,1,2,1,1,2,1,4,1,
324,25,15,15,25,25,25,4,4,3,3,2,2,1,1,1,1,1,1,4,5,2,4,4,2,4,2,3,4,3,3,2,1,1,4,5,2,2,5,2,2,.,2,2,3,0,3,4,.,5,1,3,1,
325,20,15,12,10,5,5,5,5,5,3,3,3,3,2,2,1,1,1,4,4,3,4,4,1,3,2,3,4,3,5,2,3,4,4,2,3,3,4,1,3,1,1,1,2,2,2,3,4,2,2,5,2,
326,20,16,.,15,20,15,4,4,4,4,5,5,5,5,5,5,5,5,4,2,3,2,5,2,3,3,3,4,3,2,2,3,4,4,2,2,3,3,5,3,2,2,1,2,0,2,6,.,1,2,4,1,
327,15,20,15,15,20,15,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,4,2,5,1,4,4,1,3,2,1,4,1,1,.,2,2,.,5,1,1,1,2,0,2,1,2,5,0,4,1,
328,16,.,1,1,25,4,4,.,.,.,.,.,.,.,.,.,.,.,5,2,2,4,4,4,5,2,4,5,2,2,2,4,4,4,4,2,4,4,2,5,1,1,1,2,1,1,3,3,5,1,2,1,
329,4,25,25,1,4,16,1,1,2,2,3,4,4,4,5,5,5,5,3,2,2,2,4,4,4,5,3,4,2,2,2,2,4,2,2,2,3,3,1,5,2,1,1,2,0,1,4,5,5,2,8,1,
330,8,4,3,5,15,5,2,2,3,3,3,4,4,4,5,5,5,5,5,1,2,4,2,2,5,1,2,2,2,4,2,2,2,4,2,2,2,4,5,5,1,1,1,2,0,2,4,3,5,1,5,1,
331,25,16,12,5,25,15,5,5,5,5,5,5,5,5,5,5,5,.,1,1,1,5,5,5,3,3,3,5,3,1,5,5,3,5,3,1,3,3,4,5,1,2,1,1,1,2,.,6,5,1,5,2,
332,20,16,12,16,1,8,1,1,1,1,1,1,1,1,1,1,2,2,3,4,4,4,3,2,4,1,1,4,1,3,2,1,4,2,3,2,3,4,5,4,1,1,1,3,1,4,5,2,5,1,.,1,
333,25,16,16,6,12,12,.,.,.,.,3,3,3,4,5,5,5,5,4,2,2,2,4,2,5,1,.,4,2,2,2,1,4,2,2,2,3,4,5,2,1,2,1,2,0,3,5,.,5,2,.,1,
334,4,16,12,4,5,10,1,1,1,3,3,4,4,4,5,5,5,5,2,2,4,2,3,2,4,2,4,5,2,1,.,2,.,5,2,4,3,5,7,2,1,.,1,2,0,2,4,4,3,1,3,1,
335,20,12,12,15,20,20,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,4,5,1,4,4,2,4,2,1,4,3,2,2,4,4,7,5,1,1,1,3,2,3,6,4,5,1,6,1,
336,12,16,15,20,.,15,3,3,4,4,5,5,5,5,5,5,5,5,5,2,4,5,4,4,5,1,4,4,2,2,1,2,4,4,2,2,2,4,3,5,1,1,1,2,0,1,4,2,5,1,7,1,
337,9,16,16,6,9,15,3,3,3,4,4,4,4,5,5,5,5,5,4,2,2,4,3,2,3,2,2,4,3,2,1,2,5,4,2,2,2,3,4,5,1,1,1,2,0,2,6,2,5,1,6,1,
338,16,16,4,4,3,16,3,3,5,5,5,5,5,5,5,5,5,5,4,2,1,4,4,3,4,2,4,4,2,2,2,2,4,2,4,2,4,4,3,5,2,1,1,2,0,2,4,.,5,2,.,1,
339,12,16,15,16,8,12,2,2,2,2,2,2,2,2,3,3,4,4,3,2,3,2,4,.,4,4,3,4,2,2,2,2,4,4,.,4,.,4,5,4,1,2,1,1,.,2,.,.,3,1,.,.,
340,.,16,12,9,12,12,4,5,5,5,5,5,5,5,5,5,5,5,2,3,3,3,2,3,2,2,3,2,2,2,2,3,3,3,3,3,4,3,2,.,2,1,2,2,0,1,3,1,3,2,3,1,
341,20,2,6,1,25,5,4,4,4,5,5,5,5,5,5,5,5,5,4,2,3,4,5,2,3,2,4,4,3,2,2,2,2,4,2,2,2,5,6,2,2,2,1,2,0,2,4,4,5,1,3,2,
342,12,20,15,25,6,12,1,1,1,2,2,2,3,3,3,3,3,3,4,3,2,4,4,4,5,1,2,5,2,1,1,2,4,3,5,2,3,5,5,4,1,1,1,2,2,2,5,2,1,1,4,1,
343,15,15,16,25,20,25,1,1,2,3,3,4,4,5,5,5,5,5,.,4,4,4,1,2,5,2,3,4,2,2,2,2,3,3,1,3,2,4,.,2,2,2,1,3,.,2,.,4,5,1,4,1,
344,.,5,20,.,5,5,.,.,.,.,.,4,.,.,.,.,.,.,4,2,2,4,4,5,5,1,3,4,2,4,4,2,3,2,5,3,5,4,5,5,1,1,1,2,0,2,2,2,5,1,4,1,
345,20,25,25,25,25,25,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,2,3,2,5,1,3,3,1,3,2,2,3,2,1,3,3,5,3,3,2,2,1,1,0,1,4,.,1,1,5,1,
346,12,16,1,1,1,16,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,2,3,4,2,2,4,2,4,.,2,2,2,4,4,4,4,1,5,2,1,1,2,0,1,2,1,5,1,3,1,
347,12,20,16,16,4,8,2,2,2,3,4,4,4,5,5,5,5,5,4,2,2,4,4,4,4,2,2,4,2,2,2,2,4,4,4,4,4,4,4,4,1,1,1,2,2,2,6,2,4,1,5,1,
348,6,6,5,1,9,25,4,4,4,4,4,2,2,2,2,2,2,2,2,1,2,3,5,4,3,3,4,5,3,2,3,5,5,.,.,.,.,.,3,5,1,1,1,2,0,2,3,3,3,1,4,1,
349,5,25,25,9,5,10,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,4,3,5,4,2,2,5,2,2,2,1,2,2,5,4,5,4,5,3,1,1,1,2,0,2,5,4,3,2,7,1,
350,15,15,12,15,15,15,3,3,3,4,4,4,4,5,5,5,5,5,4,2,3,5,4,2,4,2,3,4,2,2,2,2,2,4,2,4,2,4,.,6,1,1,1,2,0,2,1,3,5,0,2,1,
351,16,8,20,15,25,15,2,3,3,4,4,4,4,5,5,5,5,5,4,2,2,4,4,5,5,1,2,2,2,3,2,2,4,2,2,4,2,4,4,5,2,1,1,3,1,4,4,.,5,3,6,1,
352,16,20,20,20,20,15,2,2,2,3,3,4,4,4,4,5,5,5,4,3,3,4,4,2,4,2,3,3,2,3,2,3,4,4,3,2,2,4,5,2,2,2,1,3,2,5,4,.,5,1,8,1,
353,12,16,16,5,9,12,3,3,4,4,4,4,5,5,5,5,5,5,4,2,1,4,4,4,5,1,4,5,3,2,2,2,4,4,3,3,3,4,7,4,1,1,1,1,3,3,5,4,4,1,.,1,
354,12,16,12,10,20,12,3,3,3,3,4,5,5,5,5,5,5,5,2,2,2,4,4,3,4,1,4,2,2,1,2,1,2,4,4,4,4,4,2,6,2,1,1,4,0,4,3,6,5,3,.,1,
355,12,15,16,.,20,20,2,2,3,3,3,4,4,5,5,5,5,5,4,1,4,2,3,2,5,1,2,5,1,4,2,2,2,4,2,2,2,5,3,2,2,2,1,1,0,1,6,.,5,1,3,1,
356,16,9,16,25,9,15,4,4,4,4,5,5,5,5,5,5,5,5,5,2,2,4,4,2,4,2,3,4,2,2,2,2,2,3,2,2,2,4,4,4,2,1,1,2,2,2,3,6,5,2,6,1,
357,12,25,25,16,9,25,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,3,5,5,1,2,4,4,2,2,1,2,4,2,2,5,4,3,4,2,2,1,2,0,2,6,.,5,0,8,1,
358,25,16,20,20,20,10,2,2,2,3,3,3,3,4,4,5,5,5,4,3,3,4,4,4,5,1,2,4,1,1,1,1,3,2,3,2,3,4,7,4,2,2,1,2,1,3,4,.,5,1,3,1,
359,16,20,20,5,9,20,2,3,4,4,4,4,4,5,5,5,5,5,5,1,2,3,4,1,5,1,3,1,1,4,1,1,4,4,4,4,5,5,6,5,2,1,1,3,1,4,2,2,4,3,8,1,
360,25,12,16,15,12,15,3,3,3,4,4,5,5,5,5,5,5,5,4,2,3,2,4,2,5,1,3,4,2,2,2,2,5,4,2,4,3,4,7,2,2,2,1,3,0,3,5,.,2,3,3,1,
361,20,16,9,25,12,16,4,4,4,3,3,3,2,2,2,2,2,2,5,1,2,5,5,3,5,1,5,4,3,1,1,2,3,3,4,3,2,2,5,3,1,1,1,2,0,2,2,2,3,0,3,1,
362,16,25,20,20,8,15,1,2,3,4,5,5,5,5,5,5,5,5,4,3,2,4,2,4,5,2,4,2,2,4,4,2,3,4,2,4,4,5,5,4,2,1,1,2,1,1,2,4,4,2,4,2,
363,20,25,16,25,25,15,2,3,4,4,4,5,5,5,5,5,5,5,2,2,2,2,2,1,4,1,1,5,3,2,1,1,2,4,1,1,3,4,4,5,1,1,1,3,1,3,4,3,5,2,7,1,
364,6,5,4,4,3,5,3,2,2,2,2,2,5,5,5,5,5,5,3,1,3,2,3,4,5,1,2,3,1,3,2,1,2,3,4,5,5,4,2,3,2,2,1,1,1,3,4,.,1,1,3,2,
365,16,20,12,25,8,10,1,1,1,1,2,2,2,2,2,3,3,3,4,2,3,3,4,2,4,2,4,4,3,1,1,3,3,4,2,2,4,4,2,2,2,2,1,3,0,3,3,.,2,3,7,1,
366,9,25,25,4,4,25,3,5,5,5,5,5,5,5,5,5,5,5,5,1,2,4,5,5,4,1,3,4,2,2,2,1,4,4,5,3,2,4,2,5,2,2,1,2,0,2,6,.,5,2,8,1,
367,8,25,25,1,3,20,2,2,2,2,2,3,3,3,3,4,4,4,4,2,2,4,4,3,4,2,2,4,3,3,2,2,2,4,3,3,3,3,4,3,1,2,1,1,0,2,6,.,3,1,5,1,
368,16,25,25,8,25,25,1,1,2,2,3,3,3,4,4,5,5,5,2,2,2,3,4,1,.,1,2,4,1,1,1,1,4,2,2,1,4,4,4,4,1,1,1,3,1,4,6,4,2,1,8,1,
369,20,20,25,25,20,5,3,3,3,3,4,4,4,5,5,5,5,5,5,1,1,5,5,3,5,1,4,2,1,4,2,2,4,2,2,4,3,5,3,3,1,1,1,2,0,2,6,6,5,2,5,1,
370,16,12,12,3,16,12,3,3,4,4,4,5,5,5,5,5,5,5,3,1,1,4,5,3,4,2,4,5,2,1,1,1,4,4,2,5,4,4,4,6,1,1,1,2,0,2,6,2,.,1,6,1,
371,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,1,1,3,5,3,5,2,1,5,1,2,1,3,2,4,3,1,3,5,.,5,1,1,1,2,0,1,5,4,3,1,6,1,
372,16,9,12,16,20,12,2,2,3,3,3,4,5,5,5,5,5,5,2,2,2,5,5,5,5,2,3,5,3,1,1,4,4,4,4,2,4,3,2,5,1,1,1,3,0,3,4,5,5,2,8,1,
373,20,25,12,25,.,25,3,3,3,4,4,4,4,5,5,5,5,5,4,1,5,4,4,4,5,1,2,4,1,1,4,1,4,4,4,4,4,4,4,5,2,2,1,1,0,1,6,.,5,1,3,1,
374,16,15,20,6,8,12,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,4,5,1,2,4,2,3,2,2,2,3,3,2,4,4,3,2,1,2,1,3,0,3,6,.,5,3,8,1,
375,15,12,2,4,12,25,1,1,1,2,3,4,4,4,5,5,5,5,4,2,2,3,3,.,4,2,2,2,2,4,2,2,3,2,3,4,3,4,2,4,2,2,1,2,0,2,2,.,4,1,2,2,
376,9,25,6,25,4,.,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,2,1,5,4,1,1,4,2,2,2,1,1,2,4,2,4,4,3,5,1,1,1,4,0,4,3,4,5,4,.,1,
377,12,9,9,12,9,12,3,3,3,4,4,4,5,5,5,5,5,5,4,2,2,3,5,3,4,2,3,4,3,3,2,2,4,4,2,2,3,5,3,3,2,1,1,2,2,2,4,5,3,1,5,1,
378,5,15,25,25,3,25,1,2,3,4,5,5,5,5,5,5,5,5,5,3,4,4,4,4,4,1,3,1,1,3,3,1,2,3,4,3,4,4,7,5,1,1,1,4,0,5,5,4,3,1,8,1,
379,9,25,25,25,25,25,2,3,.,4,5,.,3,.,.,4,.,5,5,3,2,5,2,1,4,1,1,1,2,4,4,1,4,3,1,5,2,5,4,5,2,1,1,2,0,2,3,3,5,.,3,1,
380,8,10,9,16,8,20,1,1,1,2,3,3,3,4,4,5,5,5,4,1,3,3,5,3,3,1,2,4,1,3,2,1,3,4,3,2,3,5,3,2,2,2,2,4,1,4,4,.,5,2,7,1,
381,12,12,9,20,20,8,1,1,1,1,2,2,2,3,3,3,3,3,5,2,2,4,4,2,3,2,4,3,2,4,1,3,2,2,4,2,3,4,1,5,2,1,1,2,0,2,2,1,5,2,4,1,
382,15,15,10,4,15,20,1,1,1,1,1,1,1,1,2,2,2,2,3,2,3,3,4,3,4,2,4,4,2,2,2,2,4,4,3,2,3,4,7,3,1,1,1,1,0,2,5,6,3,2,8,1,
383,20,25,10,3,5,15,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,4,5,1,5,2,1,4,2,2,3,2,4,4,5,5,2,5,2,2,1,2,0,1,6,.,5,1,4,1,
384,25,25,9,25,25,25,4,.,.,.,.,.,1,1,1,1,1,1,5,1,3,5,1,5,1,2,1,5,1,1,5,1,1,4,4,5,5,5,2,6,1,1,1,2,0,2,4,2,5,0,1,1,
385,16,12,9,9,16,12,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,4,4,1,4,4,4,2,2,1,5,4,4,4,4,3,5,5,1,1,1,2,0,2,6,5,5,2,7,1,
386,9,15,4,25,9,25,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,4,4,2,5,2,3,4,2,2,2,2,4,4,2,2,2,4,4,4,2,1,1,3,0,3,2,4,5,3,8,1,
